seqCorp,法人コード,法人の名称,法人の名称フリガナ,法人区分,行政庁,法人番号(JCN),郵便番号,主たる事務所の住所,代表電話番号,代表者の氏名,ホームページアドレス,事業年度,事業の種類,事業の概要,税額控除に係る証明
16346,A005484,公益社団法人横浜市福祉事業経営者会,コウエキシャダンホウジン　ヨコハマシフクシジギョウケイエイシャカイ,公益社団法人,神奈川県,8020005001918,233-0002,神奈川県横浜市港南区上大岡西１丁目６番１号,045-840-5815,小倉　徹,http://www.y-hukushijigyo.or.jp/,04月01日～03月31日,"高齢者の福祉の増進を目的とする事業、
勤労意欲のある者に対する就労の支援を目的とする事業",関係行政機関が実施する高齢者福祉事業への支援活動を通じて在宅福祉サービスを行うとともに。横浜市内に所在する福祉施設の管理運営の改善及び在宅サービスの向上と健全な発展に寄与する。,
16347,A021973,公益社団法人医療系大学間共用試験実施評価機構,コウエキシャダンホウジンイリョウケイダイガクカンキョウヨウシケンジッシヒョウカキコウ,公益社団法人,内閣府,1010005008524,113-0034,東京都文京区湯島１丁目９番１５号,03-3813-4620,栗原　敏,https://www.cato.or.jp/,04月01日～03月31日,学術及び科学技術の振興を目的とする事業,良質な医療人の育成を図るため、医療系大学間共通の評価試験の実施に関する事業を行うと共に、教育の質の向上と充実に関する事業等を行い、我が国医療の向上と国民の福利の増進に寄与する,
16348,A013290,公益財団法人安田教育振興会,コウエキザイダンホウジンヤスダキョウイクシンコウカイ,公益財団法人,千葉県,8040005016823,260-0032,千葉県千葉市中央区登戸４丁目２番１２号,043-247-9541,安田　敬一,http://yasuda-kyoiku.or.jp/,04月01日～03月31日,"障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業",経済的理由により修学が困難な千葉県内の高校生に対し奨学金を給与するとともに、学校における教育研究活動への資金助成、奨学生の補導等を行い、社会有用の人材の育成に資することを目的とした育英奨学事業。,
16349,,,,,,,,,,,,,,,
16350,A013555,公益社団法人青森県緑化推進委員会,コウエキシャダンホウジン　アオモリケンリョッカスイシンイインカイ,公益社団法人,青森県,9420005006685,030-0813,青森県青森市松原１丁目１６番２５号,017-773-8787,理事長　蛯沢正勝,https://www.aomoriken-ryokusui.jp,01月01日～12月31日,地球環境の保全又は自然環境の保護及び整備を目的とする事業,緑豊かな潤いある県土の実現と人類共通の願いである地球環境の保全に資することを目的として、緑の募金、森林の整備、緑化の推進、森林の整備または緑化の推進に係る国際協力等の事業を行う。,
16351,A021348,一般社団法人幡多医師会,イッパンシャダンホウジンハタイシカイ,一般社団法人,高知県,7490005002044,787-0015,高知県四万十市右山字明治３８３番地８,0880-34-3086,奥谷　陽一,http://www3.netwave.or.jp/~hata-med/,04月01日～03月31日,,,
16352,A005437,公益財団法人御前崎市振興公社,コウエキザイダンホウジン　オマエザキシシンコウコウシャ,公益財団法人,静岡県,7080405006330,437-1603,静岡県御前崎市宮内1581番地の1,0537-63-0195,下村　勝,pururu.org,04月01日～03月31日,"文化及び芸術の振興を目的とする事業、
高齢者の福祉の増進を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
地域社会の健全な発展を目的とする事業",御前崎市が設置する公の施設等を活用して地域文化の活性化及び市民サービスの向上を図ると共に、施設の効率的な管理運営を行い、もって市民の福祉及び健康増進に寄与すること,
16353,A013989,一般社団法人全国信用金庫協会,イッパンシャダンホウジンゼンコクシンヨウキンコキョウカイ,一般社団法人,内閣府,5010005018453,103-0028,東京都中央区八重洲１丁目３番７号,03-3517-5711,大前　孝治,http://www.shinkin.org/,04月01日～03月31日,,信用金庫制度及び業務並びに金融経済等に関する調査研究、関係官庁等に対する建議・答申、信用金庫に関する広報、信用金庫役職員に対する教育研修、その他この協会の目的を達成するために必要と認める事業。,
16354,A022873,一般財団法人北斗奨学会,イッパンザイダンホウジンホクトショウガクカイ,一般財団法人である移行法人,愛媛県,9500005001471,790-0826,愛媛県松山市文京町４番地１愛媛県立松山北高等学校,089-925-2161,立石　淳,,04月01日～03月31日,,愛媛県立松山北高等学校在学生のうち、学業優秀、品行方正、身体強健な生徒に対し奨学金を給付する事業を行う。,
16355,,,,,,,,,,,,,,,
16356,A022810,一般社団法人長岡市薬剤師会,イッパンシャダンホウジンナガオカシヤクザイシカイ,一般社団法人,新潟県,1110005011162,940-0082,新潟県長岡市千歳２丁目９番２９号,0258-34-8934,上村　宏,,04月01日～03月31日,,薬剤師の倫理及び学術的水準を高め、薬学の発展と公衆衛生の向上を図り地域保健医療の発展に寄与するために、急患調剤・薬事衛生及び環境衛生に関する調査研究・薬事衛生知識の普及向上、薬学の研究支援等を行う。,
16357,A005295,公益社団法人栃木県獣医師会,コウエキシャダンホウジントチギケンジュウイシカイ,公益社団法人,栃木県,9060005001112,320-0032,栃木県宇都宮市昭和１丁目１番２３号,028-622-7793,大住　敬,https://www.tochigi-vet.or.jp/,04月01日～03月31日,公衆衛生の向上を目的とする事業,獣医学術の振興及び普及並びに獣医事の向上、発展を図り、動物に関する保健衛生・動物愛護精神の向上、畜産の振興、公衆衛生の向上及び動物の福祉に寄与することをもって目的とする。,
16358,A013046,公益社団法人十和田青年会議所,コウエキシャダンホウジントワダセイネンカイギショ,公益社団法人,青森県,6420005005533,034-0082,青森県十和田市西二番町４番１１号,0176-23-1958,兒玉 遼太郎,http://towada-jc.com,01月01日～12月31日,"文化及び芸術の振興を目的とする事業、
児童又は青少年の健全な育成を目的とする事業",本会議所は、地域社会及び国家の発展をはかり、会員の連携と指導力の啓発に努めると（公益社団法人のみ）ともに、国際的理解を深め、世界の繁栄と平和に寄与することを目的とする団体である。,
16359,A021857,一般社団法人秋田県建築士事務所協会,イッパンシャダンホウジンアキタケンケンチクシジムショキョウカイ,一般社団法人,秋田県,7410005000294,010-0951,秋田県秋田市山王３丁目１番７号東カンビル６階,018-865-1225,齊藤　巧,http://www5.ocn.ne.jp/~akitafao/,04月01日～03月31日,,建築士事務所の業務の適正な運営と健全な発展及び建築士事務所の開設者に設計等を委託する建築主の利益の保護を図り、もって建築文化の向上と人の命と安全を守り公共の福祉の増進に寄与する事業を行なっている,
16360,A004346,公益財団法人岐阜県産業経済振興センター,コウエキザイダンホウジン　ギフケンサンギョウケイザイシンコウセンター,公益財団法人,岐阜県,7200005011503,500-8505,岐阜県岐阜市薮田南５丁目１４番５３号,058-277-1090,矢本　哲也,https://www.gpc-gifu.or.jp/index.asp,04月01日～03月31日,"勤労意欲のある者に対する就労の支援を目的とする事業、
国土の利用、整備又は保全を目的とする事業、
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業",創業及び中小企業の経営基盤の強化、経営の合理化・安定化、新産業の育成その他中小企業の経営環境の改善並びに地域振興を支援するための事業の推進を目的とする。,税額控除に係る証明書【産経センター】
16361,A013085,公益社団法人伊勢崎青年会議所,コウエキシャダンホウジンイセサキセイネンカイギショ,公益社団法人,群馬県,5070005004183,372-0014,群馬県伊勢崎市昭和町3919番地,0270-23-2982,佐俣　嘉康,http://www.isesaki-jc.jp,01月01日～12月31日,"文化及び芸術の振興を目的とする事業、
児童又は青少年の健全な育成を目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業、
地域社会の健全な発展を目的とする事業",当会では明るい豊かな社会の実現を目指し、地域の活性化を促す事業や青少年の育成を目的とした事業を主に行っていく。,
